"","logFC","logCPM","PValue","FDR"
"AT1G30320",3.97272686555259,7.00145423396171,9.96166099795547e-64,5.71015472876248e-62
"AT3G50910",3.95942271061386,7.17325215978126,1.04353371850338e-63,5.96212418320085e-62
"AT1G63090",4.05572729376228,6.21974475874327,1.06788418177724e-63,6.08137431596468e-62
"AT1G49500",-4.46833105117159,4.71951768828322,1.1187145669263e-63,6.35015804336772e-62
"AT3G62550",-3.99642688580259,6.61733001239159,2.37969134783183e-63,1.34555196366073e-61
"AT3G52470",3.86934196548459,8.12634919103264,2.38586689203698e-63,1.34555196366073e-61
"AT2G22770",4.5355857042702,4.48729167325677,2.93248398664817e-63,1.64850860252636e-61
"AT2G39650",4.19603700857629,5.35357876516476,5.26542060258082e-63,2.95049193573463e-61
"AT1G57630",5.88595222083188,3.27244279111949,6.0308482772136e-63,3.36860448659825e-61
"AT2G43620",5.25292579819119,3.64414909766205,8.00259953555854e-63,4.45571489427293e-61
"AT5G54300",4.11539315156325,5.58438844370309,1.23344327197949e-62,6.84580594413254e-61
"AT1G05100",6.42940866210514,3.04257275812807,1.82537706662597e-62,1.00990719163993e-60
"AT5G55180",4.31879650578663,4.84991280389001,2.28997356076669e-62,1.26295292627394e-60
"AT5G16190",4.28278260025294,4.93511797988912,3.24466432923805e-62,1.78385114679462e-60
"AT5G17000",3.99239104954521,6.20443036192796,3.61194402554289e-62,1.9795491347513e-60
"AT4G29610",4.36397442928814,4.68487972453893,8.91764696976004e-62,4.87210068663484e-60
"AT4G34150",3.80050799870907,8.48467166031637,1.09509602619711e-61,5.96435010155891e-60
"AT3G03050",3.80158444926564,7.66595736245984,2.23587870358261e-61,1.21397103648244e-59
"AT2G44810",11.8119204059373,2.61941718817851,2.61095742819604e-61,1.41323122963317e-59
"AT3G18050",-3.92194943967821,6.39399377729554,5.06310171667245e-61,2.73204343557359e-59
"AT5G24030",3.88304400941625,6.7237529867554,5.08892082636027e-61,2.73752624022328e-59
"AT4G30270",3.94040773135014,6.1943790384496,5.1369774448204e-61,2.75490112477899e-59
"AT5G61440",-4.76385517584731,3.99009675784741,7.00181652991843e-61,3.74350943096526e-59
"AT3G59880",4.97521200531547,3.69402274502012,7.25140301873508e-61,3.865130456602e-59
"AT2G44578",6.21495166439995,3.02026290333047,7.90227251683949e-61,4.19925320400927e-59
"AT4G02360",4.81642753569793,3.84516007374373,1.09354602163149e-60,5.79347427157068e-59
"AT2G34500",11.7824994289963,2.59018621056849,1.19848942256815e-60,6.31120198034909e-59
"AT3G27809",11.7818071662956,2.58949846782691,1.19848942256815e-60,6.31120198034909e-59
"AT4G36540",-4.09834808368458,5.32939308394108,1.3032143099094e-60,6.84207080484868e-59
"AT1G43910",3.96392821190053,5.86153197001633,1.82624018725551e-60,9.55932850113418e-59
"AT2G20880",7.80318156857612,2.66441125556646,2.12676442269125e-60,1.10991708662421e-58
"AT2G36380",3.75000518748363,8.15527089791821,2.86324103155948e-60,1.48982270698674e-58
"AT2G38470",3.75654383810302,7.64765507885323,3.29578078082393e-60,1.70979630240786e-58
"AT2G34430",-3.83291189574916,6.93705418448885,3.76793098976524e-60,1.94895673059366e-58
"AT3G25250",7.29824675640896,2.717462062977,4.92699386031203e-60,2.5409626448329e-58
"AT3G28600",11.7510761052773,2.55897037935982,5.63295213070449e-60,2.89649712062078e-58
"AT1G58420",6.48207861825412,2.87738634832062,9.64278461878644e-60,4.94383587947927e-58
"AT3G57530",3.72909704925858,7.8550727136751,1.31584148859019e-59,6.7265662997141e-58
"AT5G39670",4.67257541153994,3.91865734699551,1.86385641752636e-59,9.50023374565985e-58
"AT3G25770",3.69484239154858,11.1673971117159,2.53196835091139e-59,1.28681403136581e-57
"AT5G49480",3.81414847956838,6.61626715869476,4.06779442574619e-59,2.06136956363248e-57
"AT5G50670",3.84612387814015,6.30353319932909,4.32481596234479e-59,2.18528200779404e-57
"AT3G52450",4.83269248432201,3.69306798265157,4.760676943639e-59,2.39858544684844e-57
"AT2G20340",3.70756839535532,7.7251549840763,5.39819121584949e-59,2.71197060421542e-57
"AT3G15210",3.86662676115627,6.08239791721504,6.18328176453151e-59,3.09748753837548e-57
"AT3G12610",-4.02179941383732,5.30201976457404,6.33332811934347e-59,3.16358787172806e-57
"AT1G54020",6.13256708459586,2.93939352527781,7.11999357477328e-59,3.54640591646043e-57
"AT5G09470",6.43968620098272,2.83568872553481,1.00327159894197e-58,4.98301061485867e-57
"AT4G33666",-5.87763946776666,3.09424689301915,1.07143765909137e-58,5.30649988495593e-57
"AT2G26530",3.82911789376532,6.26296054846951,1.20003940976902e-58,5.92663531101461e-57
"AT1G62440",5.55627238351939,3.1695454205085,1.22442724024185e-58,6.03004547637982e-57
"AT2G29450",3.66734699526504,10.4754248771773,1.4210021493321e-58,6.9784776901048e-57
"AT1G22810",11.6804785818673,2.4888567854846,1.91740829596289e-58,9.38992975863285e-57
"AT1G20310",7.71179136887264,2.57400137723139,2.32603249880034e-58,1.13592251889739e-56
"AT3G44720",3.76164201826554,6.78398937200839,2.99496564133612e-58,1.45852323976266e-56
"AT3G09870",6.87986126629293,2.70271080806489,3.1087298540907e-58,1.50972011219632e-56
"AT3G59080",3.84528456450547,5.99122303275755,3.12565383481251e-58,1.51373423806169e-56
"AT3G14050",3.77572244441268,6.58052001101248,3.85465906919413e-58,1.8616299587492e-56
"AT1G69840",3.66550149432477,7.7314032017439,6.33440642893165e-58,3.05081067760364e-56
"AT5G05140",3.75604035797222,6.68254774048216,7.25895755241383e-58,3.48649326617722e-56
"AT5G48657",4.34023500995947,4.23795052226717,7.83085102598548e-58,3.75087036951518e-56
"AT1G68520",-3.73796623792245,6.91440236164835,8.21004505961279e-58,3.92175458407679e-56
"AT3G47960",3.63955656999606,9.7088696061634,8.70624400527463e-58,4.14744588403859e-56
"AT5G35735",3.6477089530834,8.52966516558762,9.06180823169729e-58,4.30509764442293e-56
"AT5G49360",-4.17957972158935,4.58055071541006,1.48068066492487e-57,7.01537671135001e-56
"AT5G12010",3.70009971650006,7.21618990339324,1.86713893870299e-57,8.82248380144442e-56
"AT2G31865",4.02474874340493,4.94786682791563,1.98500481803003e-57,9.35413456431777e-56
"AT3G05500",3.73546740494153,6.6619049633272,2.28556874305465e-57,1.07415586921571e-55
"AT5G20150",3.77334301582116,6.24052924100293,2.80413542101831e-57,1.31433510899901e-55
"AT2G38750",3.70039674386737,7.10196876628638,2.85648977299143e-57,1.33529440377565e-55
"AT5G54710",3.64356265341486,7.51077900275218,2.97489533296948e-57,1.38693586950148e-55
"AT4G17615",3.74324284798134,6.47810136434209,3.34546982773556e-57,1.55555449463566e-55
"AT3G27170",6.05700766880352,2.86530187452583,3.82567532335957e-57,1.77411887740837e-55
"AT1G56220",-3.71600507575502,6.80959044680982,4.27967032952523e-57,1.97940413680131e-55
"AT1G20190",-4.03283993469272,4.93245594517777,4.50849420760205e-57,2.07973625940651e-55
"AT2G23810",3.63065453251817,7.72471142548567,4.894201740344e-57,2.25171918490616e-55
"AT5G24290",4.60150461307308,3.78218909350124,5.35888734063406e-57,2.45904008861694e-55
"AT5G03210",6.35637001543686,2.75379934298287,8.09088115441048e-57,3.70295484875807e-55
"AT4G33905",5.80844069984688,2.93774570618,8.39802335110769e-57,3.83348935371843e-55
"AT2G44500",3.68757833503713,6.94922671024304,9.02115667173448e-57,4.10721047114411e-55
"AT2G15890",-3.71033369257262,6.6778595346854,1.03660390994747e-56,4.70725874223676e-55
"AT1G17830",4.29089426138335,4.19106745342948,1.33074977426596e-56,6.02733116670773e-55
"AT3G55950",4.04631332902431,4.73671733577752,2.0249781445064e-56,9.14798266160348e-55
"AT2G33830",-3.67976452200686,6.89954817713854,2.113275853652e-56,9.52226849211286e-55
"AT3G21070",3.66855083853685,6.86370982691946,3.56726886189218e-56,1.60325350931776e-54
"AT5G56880",11.5752267893284,2.38437457470416,4.02714463172904e-56,1.80529665632099e-54
"AT4G18950",3.58512750767373,8.14969955161342,4.64263874909735e-56,2.07588882993527e-54
"AT2G02010",4.80016162965702,3.47669056353916,4.80180727904152e-56,2.14158154743579e-54
"AT5G41120",3.85787758803591,5.32760846213396,4.99657922882049e-56,2.22277849001192e-54
"AT3G28270",3.59102918385469,7.44186082471434,6.89449892985682e-56,3.0593026596621e-54
"AT5G61810",3.63489590613008,7.21019335056331,7.10793397457768e-56,3.14602556145675e-54
"AT2G35290",4.99964687069452,3.33742416808813,7.13742082279102e-56,3.15109919810241e-54
"AT5G61900",3.6338919601297,7.24021289403005,7.17184899987286e-56,3.1583233265687e-54
"AT1G06640",3.58893336389772,7.37410879960712,8.52603317725534e-56,3.74524216175767e-54
"AT3G56200",3.73098809761404,6.00355163666549,1.03249866637577e-55,4.52410380557584e-54
"AT4G34530",-11.545090872265,2.36256534282772,1.26305124117551e-55,5.52048121236788e-54
"AT5G27060",4.98834978843753,3.32651256129643,1.37641508122998e-55,6.00096380676901e-54
"AT4G27280",3.64799180589287,6.79872434106034,1.52303020618e-55,6.62366594394152e-54
"AT3G50770",6.75524821536933,2.57959868923693,1.92467914015029e-55,8.34966883554528e-54
"AT2G27660",4.44611190667841,3.82961988201707,2.70325868677054e-55,1.16982850546558e-53
"AT3G58790",3.70763834773862,6.03604025398384,3.01370037644116e-55,1.30095120200792e-53
"AT5G60890",3.60758014727672,7.25318779479323,3.0491252002431e-55,1.31300137625246e-53
"AT5G59480",3.60333607757056,7.26337876097038,3.62759992376841e-55,1.55826362327379e-53
"AT4G14365",3.56394996485383,7.33169451635692,3.83009256997925e-55,1.64121344119969e-53
"AT1G76040",3.64526551104051,6.59427278601849,4.18339169379293e-55,1.78822095311936e-53
"AT2G15390",4.09541237291692,4.4303452062855,4.42886965603776e-55,1.88853483406118e-53
"AT2G30770",8.39159494756255,2.33755049700065,4.8738119094767e-55,2.0732081171139e-53
"AT2G30020",3.80073441941646,5.36157913970509,5.70657093957462e-55,2.42155290622775e-53
"AT3G11420",3.69080228950295,6.05141455587455,5.96900251545083e-55,2.52678137960356e-53
"AT1G60270",3.8480429698619,5.13864326189322,6.74293551928476e-55,2.84750583776945e-53
"AT2G22860",4.95388797500051,3.29324498052739,8.10021080361196e-55,3.41243338504935e-53
"AT2G42360",7.06242329730662,2.48472235902656,9.19606847006603e-55,3.86478041014818e-53
"AT3G10300",3.61768993835293,6.69645839461185,1.08911011243889e-54,4.56616597020844e-53
"AT4G27652",4.10947568610731,4.32717970987493,1.32761192829824e-54,5.55278453168377e-53
"AT5G61780",3.51491043100586,9.02870715437244,1.62078754345885e-54,6.76282306021266e-53
"AT5G54720",3.74160603661887,5.55224988032458,2.02399333500411e-54,8.42511320854212e-53
"AT5G41550",5.60483671439056,2.87414233487338,2.31418946650551e-54,9.61020770615577e-53
"AT4G28270",-4.6087236613232,3.60884205645561,2.6430649090349e-54,1.09499298115301e-52
"AT1G26730",3.91131093791046,4.78640108730978,2.66550371383698e-54,1.10167852078042e-52
"AT1G16420",7.04040877683455,2.46302284456509,2.71119195433744e-54,1.1179190787189e-52
"AT4G18280",3.80046319599992,5.22164126551065,3.04277907370835e-54,1.25169191872101e-52
"AT1G80110",4.2979602084544,3.94016140898158,3.61864765282867e-54,1.48508959892966e-52
"AT5G24420",3.78251330412623,5.28047254012074,4.08997599494952e-54,1.67459134238179e-52
"AT1G09070",3.50429962711751,8.34694273155603,4.35019011314425e-54,1.77697134925469e-52
"AT5G24590",3.58838684405245,6.73705473640898,4.77739760989857e-54,1.94692872759573e-52
"AT5G54700",5.07839390204571,3.14067968042982,5.96780405362351e-54,2.42639809929069e-52
"AT4G22710",6.16596211872316,2.67357560362365,7.15820547043739e-54,2.90364051600132e-52
"AT1G65240",6.42468118953499,2.56544844588181,9.57259521363521e-54,3.87402041944408e-52
"AT4G38860",-4.18242198864953,4.10978410105771,1.72897329191965e-53,6.98097922924509e-52
"AT5G50570",3.65566822113568,5.80173661727491,1.87130398487232e-53,7.53825059159509e-52
"AT1G06000",3.58057697990256,6.48763227433826,2.08032535637554e-53,8.36099498977325e-52
"AT3G26840",3.85595409474427,4.82058858048758,2.17879519564202e-53,8.73666890032327e-52
"AT1G56060",11.4404223520957,2.25064678948612,3.13646899251538e-53,1.25480291524362e-51
"AT4G19170",-4.17729060414985,4.08234749958894,3.7663221306411e-53,1.50334725593604e-51
"AT4G36990",3.71103673994673,5.39599476135099,4.00650358438941e-53,1.59557408122733e-51
"AT5G62360",3.7066527325652,5.34000886330242,7.90347908684795e-53,3.14037556534915e-51
"AT3G59220",7.45550698005563,2.32083273901554,8.45941744837144e-53,3.35365068593828e-51
"AT4G27350",3.95765531479274,4.37855194554243,1.50960775031159e-52,5.97114757889084e-51
"AT5G59220",3.62156693907427,5.729239318021,1.95843111451207e-52,7.72895060384074e-51
"AT1G01480",11.4016212290157,2.21217587679472,1.97374733970066e-52,7.77185241891592e-51
"AT1G72940",3.5899515227931,5.91081172833809,2.78902829774782e-52,1.09561102331105e-50
"AT1G51090",3.747477194135,5.01124916298824,2.79495805294702e-52,1.09561102331105e-50
"AT2G34420",-3.42017984246306,9.4085563724907,3.42687257663707e-52,1.34031349569007e-50
"AT1G71697",3.59409183972847,5.82388665272845,3.69413253257542e-52,1.44161872917447e-50
"AT5G52410",3.50508874148878,6.73753219239593,4.18262068550195e-52,1.62861375155079e-50
"AT2G43290",3.47546636615341,7.15085813435217,5.63851141911582e-52,2.19062433645338e-50
"AT4G21410",3.57375867031913,5.87987683907894,7.30375163429893e-52,2.83129689185029e-50
"AT5G13700",5.25499977557574,2.87661744528333,9.83357292174119e-52,3.8035476856372e-50
"AT2G29670",3.48215641587184,6.83637588615017,1.01496334322892e-51,3.91713115445282e-50
"AT3G25730",4.66011628503838,3.29201548112401,1.47294018593816e-51,5.67211746051914e-50
"AT2G37040",3.39944729018698,7.96484767940698,2.3662757953014e-51,9.09221972071524e-50
"AT3G06500",3.40839771235665,7.43962938401198,2.4261442528983e-51,9.30181578364496e-50
"AT1G14780",11.3430618445522,2.15413308055952,3.69847185069123e-51,1.41488803863534e-49
"AT5G52760",3.80712140813063,4.60942143599731,3.96177616758388e-51,1.51230857506264e-49
"AT5G52320",3.46251788087327,6.71477329193227,4.33631848001063e-51,1.6516744223535e-49
"AT5G16910",3.46375018817548,6.71676559108367,4.35293335026602e-51,1.65439856005872e-49
"AT5G05365",4.20410091426328,3.74892731111624,4.93441272861004e-51,1.87133053653556e-49
"AT4G35630",3.39550807049994,7.32623652786163,5.79716360355036e-51,2.1937621489366e-49
"AT2G34070",3.49625889517011,6.23747850955402,6.20339724181257e-51,2.34241887642784e-49
"AT1G52690",5.45267387333604,2.72603027820789,6.26534191370362e-51,2.36071061804484e-49
"AT3G17860",3.46999150094379,6.47959390733848,7.46253381258934e-51,2.80575222893547e-49
"AT1G19300",3.50765233151897,6.0594363862105,7.74906259658037e-51,2.90722878489302e-49
"AT3G50060",3.52934042805915,5.88286378158766,7.7787057226373e-51,2.91210090254535e-49
"AT5G25930",3.46540466084678,6.42475511991641,1.15283428547525e-50,4.30662431900935e-49
"AT5G45280",3.42128400971575,7.05374962611589,1.40531132307635e-50,5.23860508770655e-49
"AT4G30600",3.35569935282042,8.89284754921523,1.60158890684762e-50,5.95756996987596e-49
"AT3G59350",3.36251770371948,8.17317197666909,1.63580616420961e-50,6.07193188298865e-49
"AT4G33050",3.35967026558139,8.28835523480452,1.77520588553431e-50,6.57540773237211e-49
"AT2G23340",3.50354489998717,5.93739101890964,1.95936209999104e-50,7.24218342370897e-49
"AT2G43320",3.54932356717075,5.54051104917994,2.70789942338753e-50,9.98780709263378e-49
"AT2G28305",3.45836778635724,6.30165172265694,3.21845020303341e-50,1.18459294525543e-48
"AT1G32860",3.51420866873531,5.77337372232959,3.47639345715206e-50,1.27684426074348e-48
"AT1G10340",4.52244392595936,3.2590699815871,3.94772047695541e-50,1.44691817816795e-48
"AT5G66210",3.35726384775912,7.39434789665264,4.5956116561298e-50,1.68085938460496e-48
"AT2G03980",3.35917823788908,7.25148772441451,4.9513841218434e-50,1.80720351987867e-48
"AT2G46600",3.36023524369401,7.14207869793233,5.43164373032306e-50,1.97836306952579e-48
"AT3G28340",3.70846823645442,4.70401189546301,6.41543696123849e-50,2.33183127636866e-48
"AT2G43020",3.44677939546316,6.23632093466037,8.02153114804238e-50,2.90955247014989e-48
"AT3G17790",3.50157867777691,5.71268976402423,9.41841087949162e-50,3.4091527413282e-48
"AT4G08950",3.32178042022403,9.08314400422875,1.01379783202059e-49,3.66203047463139e-48
"AT1G19640",4.45516894776289,3.28728567969673,1.21402320938472e-49,4.37624077725219e-48
"AT1G20070",4.57414094995015,3.2097451032329,1.3791594571094e-49,4.9612849359349e-48
"AT2G34620",-3.59922109288672,5.12948896139243,1.64084150094993e-49,5.89051990987838e-48
"AT3G14870",3.59119523367674,5.08729993052976,1.65842988261856e-49,5.94146099135661e-48
"AT1G74670",-3.32794832414364,7.51195053611384,2.29970899995856e-49,8.22204753502566e-48
"AT3G57460",4.5119045860416,3.18429366886618,5.60587798818569e-49,2.00015438505001e-47
"AT5G62570",3.37780468815588,6.6274173134357,5.6613427226692e-49,2.01583003707588e-47
"AT1G24140",3.6855781994088,4.59811335554891,5.92219069877144e-49,2.10442398346791e-47
"AT1G70140",4.16428874941895,3.592391278389,6.3392655216235e-49,2.24806042828689e-47
"AT2G35710",3.86668567742846,4.11656577640463,6.71528049971848e-49,2.37658398738012e-47
"AT4G31000",3.40737175129142,6.18094135334402,7.10310522388623e-49,2.50875936624653e-47
"AT5G15650",3.28524653548703,9.26500560685804,7.47768003935768e-49,2.63573145419537e-47
"AT1G73210",4.17089593252724,3.56843385862588,8.11732464894976e-49,2.85543635488106e-47
"AT1G76680",3.30326220279051,7.33098106478541,1.02287079689066e-48,3.59093376346174e-47
"AT1G75380",-3.30665069568746,7.23340003183536,1.0792940006239e-48,3.78142224707567e-47
"AT1G22400",3.4568573972406,5.66272941550847,1.2128746965996e-48,4.24093766413017e-47
"AT5G16200",3.92331092851891,3.94795590016808,1.25083664476116e-48,4.36313339609791e-47
"AT4G21680",5.55041156590548,2.53701360552512,1.25281299825039e-48,4.36313339609791e-47
"AT5G41730",11.2138459131063,2.02613922463018,1.36027568183525e-48,4.72797211640669e-47
"AT3G22970",-3.48518312548228,5.40782536952131,2.38954497384535e-48,8.28897118605916e-47
"AT1G66100",3.29148582200945,7.07776611878853,2.76614966881941e-48,9.57635537821182e-47
"AT3G17120",3.35964786798983,6.41134363256048,3.51790789563347e-48,1.21548584465138e-46
"AT5G13190",3.38238415828044,6.09300696925156,4.08624165585795e-48,1.4090683011709e-46
"AT1G09940",3.28425057165037,7.05486465708435,4.27336639022108e-48,1.470694185044e-46
"AT4G16760",3.2636104937799,8.02367782844554,4.75710451629835e-48,1.63395792256275e-46
"AT5G37770",3.27149008035028,7.35092440073723,5.85439426924687e-48,2.00690931390673e-46
"AT4G21830",11.1815614786323,1.99417879500967,6.6741295848945e-48,2.28344046052271e-46
